Record ID,Function,Family,Job Code,Job,PC,Level,Base Salary-Average,Base Salary-#Orgs,Base Salary-#Cases,Base Salary-10th,Base Salary-25th,Base Salary-Median,Base Salary-75th,Base Salary-90th,Total Guaranteed Compensation-Average,Total Guaranteed Compensation-#Orgs,Total Guaranteed Compensation-#Cases,Total Guaranteed Compensation-10th,Total Guaranteed Compensation-25th,Total Guaranteed Compensation-Median,Total Guaranteed Compensation-75th,Total Guaranteed Compensation-90th,Actual Total Compensation-Average,Actual Total Compensation-#Orgs,Actual Total Compensation-#Cases,Actual Total Compensation-10th,Actual Total Compensation-25th,Actual Total Compensation-Median,Actual Total Compensation-75th,Actual Total Compensation-90th,country
463,Actual Data,Legal,LCA.03.011,Lawyers and Consultants,49,Team Member,100878,10,89,76277,86422,101095,110731,135004,102060,10,89,76488,86978,101095,114359,135481,130823,10,89,88016,98916,119574,162890,190759,
464,Actual Data,Legal,LCA.03.011,Lawyers and Consultants,50,Team Member,135627,11,152,108919,120580,128150,155000,162891,136618,11,152,109312,120580,128150,155000,166137,178260,11,152,115154,153000,182802,197325,261154,
465,Actual Data,Legal,LCA.03.011,Lawyers and Consultants,51,Team Leader,120451,3,43,,,,,,121184,3,43,,,,,,131994,3,43,,,,,,
466,Actual Data,Legal,LCA.03.011,Lawyers and Consultants,52,Team Leader,183197,9,39,,170368,180504,199219,,183854,9,39,,171468,180504,199934,,233535,9,39,,183585,203606,295230,,
467,Actual Data,Legal,LCA.03.011,Lawyers and Consultants,53,Team Leader,239651,5,16,,220500,242256,257499,,239927,5,16,,220500,242256,258189,,294939,5,16,,242928,272272,358285,,
468,Actual Data,Legal,LCA.03.011,Lawyers and Consultants,54,Team Leader,266209,6,40,,221846,249282,319055,,273183,6,40,,221899,249328,350072,,375427,6,40,,296085,310378,490556,,
469,Actual Data,Legal,LCA.03.011,Lawyers and Consultants,55,Team Leader,271498,3,8,,,,,,271498,3,8,,,,,,349937,3,8,,,,,,
470,Actual Data,Legal,LCA.03.011,Lawyers and Consultants,56,Manager,337439,4,14,,,329470,,,337439,4,14,,,329470,,,376201,4,14,,,370786,,,
471,Actual Data,Legal,LCA.03.011,Lawyers and Consultants,58,Manager,454513,4,11,,,457421,,,454576,4,11,,,457421,,,658114,4,11,,,603755,,,
472,Actual Data,Legal,LCA.03.036,General Secretary,50,Team Member,111506,3,3,,,,,,111506,3,3,,,,,,120649,3,3,,,,,,
473,Actual Data,Legal,LCA.03.038,Legal Operations,45,Team Member,47787,8,35,,42612,46591,51920,,48561,8,35,,44940,47374,51920,,60283,8,35,,49274,63301,67265,,
474,Actual Data,Legal,LCA.03.038,Legal Operations,46,Team Member,53959,9,85,,46161,51360,64783,,54476,9,85,,47923,51980,64783,,67429,9,85,,55171,67861,80664,,
475,Actual Data,Legal,LCA.03.038,Legal Operations,47,Team Member,68657,7,52,,61480,67836,74004,,68903,7,52,,63152,67836,74004,,84669,7,52,,78604,80467,101575,,
476,Actual Data,Legal,LCA.03.038,Legal Operations,48,Team Member,98378,3,3,,,,,,98378,3,3,,,,,,120278,3,3,,,,,,
477,Actual Data,Legal,LCA.03.038,Legal Operations,49,Team Member,89503,5,83,,73843,93350,103241,,89509,5,83,,73856,93350,103241,,107322,5,83,,88388,110228,124802,,
478,Actual Data,Legal,LCA.03.038,Legal Operations,50,Team Member,123336,7,31,,116148,123000,136376,,123516,7,31,,116148,123780,136376,,139867,7,31,,124983,142124,158874,,
479,Actual Data,Legal,LCA.03.038,Legal Operations,54,Team Leader,244632,5,11,,223847,240000,267734,,252940,5,11,,223847,240000,288503,,322523,5,11,,266273,326184,376944,,
480,Actual Data,Audit / Internal Control,LCA.05.002,Audit,47,Team Member,66707,9,125,,62718,63506,72364,,83764,9,125,,69176,75583,92772,,87316,9,125,,72859,76292,94380,,
481,Actual Data,Audit / Internal Control,LCA.05.002,Audit,49,Team Member,79311,9,89,,66336,81000,90711,,99264,9,89,,76581,100673,114532,,104402,9,89,,82654,105370,120890,,
482,Actual Data,Audit / Internal Control,LCA.05.002,Audit,50,Team Member,111001,11,195,88295,100118,101846,129325,143234,128139,11,195,101854,103048,116795,159720,172349,136323,11,195,106861,111914,124883,165781,190385,
483,Actual Data,Audit / Internal Control,LCA.05.002,Audit,51,Team Leader,136736,7,53,,130701,136524,143400,,159602,7,53,,132882,143944,166376,,169326,7,53,,137878,152656,179702,,
484,Actual Data,Audit / Internal Control,LCA.05.002,Audit,52,Team Leader,162911,7,26,,156000,163748,167550,,186664,7,26,,165963,167936,205118,,198017,7,26,,172492,180982,222412,,
485,Actual Data,Audit / Internal Control,LCA.05.002,Audit,53,Team Leader,252834,3,5,,,,,,307186,3,5,,,,,,337777,3,5,,,,,,
486,Actual Data,Audit / Internal Control,LCA.05.002,Audit,54,Team Leader,222520,8,37,,180956,205668,279800,,228528,8,37,,181418,205668,294951,,252304,8,37,,199023,231225,325405,,
487,Actual Data,Audit / Internal Control,LCA.05.002,Audit,55,Team Leader,268965,4,11,,,264243,,,268965,4,11,,,264243,,,308141,4,11,,,312337,,,
488,Actual Data,Audit / Internal Control,LCA.05.002,Audit,56,Manager,341105,6,10,,319736,326400,363999,,343471,6,10,,319736,333496,363999,,404613,6,10,,357624,393190,440948,,
489,Actual Data,Audit / Internal Control,LCA.05.002,Audit,57,Manager,367643,4,9,,,373877,,,367706,4,9,,,373877,,,425299,4,9,,,428095,,,
490,Actual Data,Audit / Internal Control,LCA.05.002,Audit,58,Manager,459493,3,6,,,,,,459493,3,6,,,,,,536509,3,6,,,,,,
491,Actual Data,Audit / Internal Control,LCA.05.003,Internal Control,46,Team Member,57768,4,31,,,56310,,,68599,4,31,,,63301,,,70806,4,31,,,65530,,,
492,Actual Data,Audit / Internal Control,LCA.05.003,Internal Control,47,Team Member,64809,8,26,,54435,69828,72063,,71330,8,26,,57362,72919,83244,,74647,8,26,,59602,77444,84383,,
493,Actual Data,Audit / Internal Control,LCA.05.003,Internal Control,48,Team Member,85222,5,25,,82552,85183,87912,,95029,5,25,,86555,89842,106097,,98321,5,25,,90288,92344,109343,,
494,Actual Data,Audit / Internal Control,LCA.05.003,Internal Control,49,Team Member,95066,11,85,67221,71340,88950,111926,147185,102682,11,85,69980,76123,92471,129879,150185,107503,11,85,71565,82996,96851,140894,154956,
495,Actual Data,Audit / Internal Control,LCA.05.003,Internal Control,50,Team Member,126398,10,190,94560,113286,127210,138549,159394,135620,10,190,97165,115108,141581,156946,164107,145263,10,190,101131,126991,147195,172124,177420,
496,Actual Data,Audit / Internal Control,LCA.05.003,Internal Control,52,Team Leader,183801,9,17,,173334,181437,195516,,188086,9,17,,173334,183757,207488,,204564,9,17,,182012,194264,230355,,
497,Actual Data,Audit / Internal Control,LCA.05.003,Internal Control,54,Team Leader,223444,6,22,,198170,206742,255724,,233249,6,22,,198274,207846,277263,,257582,6,22,,215040,242057,305506,,
498,Actual Data,Audit / Internal Control,LCA.05.003,Internal Control,55,Team Leader,262788,3,5,,,,,,262788,3,5,,,,,,300410,3,5,,,,,,
499,Actual Data,Audit / Internal Control,LCA.05.003,Internal Control,56,Manager,340116,5,7,,321847,345000,355944,,340116,5,7,,321847,345000,355944,,398623,5,7,,368423,390000,433136,,
500,Actual Data,Audit / Internal Control,LCA.05.003,Internal Control,57,Manager,367847,4,5,,,366804,,,369254,4,5,,,369492,,,441251,4,5,,,442467,,,
501,Actual Data,Audit / Internal Control,LCA.05.004,Information Technology Audit,48,Team Member,97272,4,11,,,94616,,,109680,4,11,,,104399,,,110090,4,11,,,104827,,,
502,Actual Data,Audit / Internal Control,LCA.05.004,Information Technology Audit,49,Team Member,122858,3,6,,,,,,127945,3,6,,,,,,134718,3,6,,,,,,
503,Actual Data,Audit / Internal Control,LCA.05.004,Information Technology Audit,50,Team Member,148047,6,12,,113961,162873,166361,,157875,6,12,,115085,163787,190587,,164778,6,12,,118513,165593,204439,,
504,Actual Data,Audit / Internal Control,LCA.05.004,Information Technology Audit,52,Team Leader,181081,3,8,,,,,,186199,3,8,,,,,,201546,3,8,,,,,,
505,Actual Data,Audit / Internal Control,LCA.05.004,Information Technology Audit,54,Team Leader,237975,5,7,,208089,236424,268638,,238523,5,7,,208225,236424,269870,,272897,5,7,,235886,269532,311592,,
506,Actual Data,Compliance,LCA.06.007,Fraud,47,Team Member,68320,5,89,,61242,65814,76652,,69368,5,89,,61242,70275,77042,,71660,5,89,,64459,74187,77597,,
507,Actual Data,Compliance,LCA.06.007,Fraud,48,Team Member,93407,3,7,,,,,,96638,3,7,,,,,,99207,3,7,,,,,,
508,Actual Data,Compliance,LCA.06.007,Fraud,49,Team Member,93867,5,58,,88142,93000,100025,,95397,5,58,,88688,93000,103305,,99966,5,58,,90907,97717,110150,,
509,Actual Data,Compliance,LCA.06.007,Fraud,50,Team Member,125778,5,39,,118659,127056,132258,,129436,5,39,,119274,127659,140488,,136440,5,39,,122774,134178,151236,,
510,Actual Data,Compliance,LCA.06.007,Fraud,52,Team Leader,185666,3,8,,,,,,187046,3,8,,,,,,197319,3,8,,,,,,
511,Actual Data,Compliance,LCA.06.007,Fraud,54,Team Leader,259025,3,11,,,,,,278716,3,11,,,,,,314539,3,11,,,,,,
512,Actual Data,Project Management,PPM.01.002,Project Management,49,Team Member,92382,4,8,,,81117,,,97752,4,8,,,84567,,,103993,4,8,,,89198,,,
513,Actual Data,Project Management,PPM.01.002,Project Management,50,Team Member,129875,4,16,,,133586,,,132350,4,16,,,133586,,,142603,4,16,,,143970,,,
514,Actual Data,Project Management,PPM.01.002,Project Management,52,Team Leader,185587,3,13,,,,,,195751,3,13,,,,,,204085,3,13,,,,,,
515,Actual Data,Project Management,PPM.01.002,Project Management,53,Team Leader,241687,3,3,,,,,,247394,3,3,,,,,,261703,3,3,,,,,,
516,Actual Data,Project Management,PPM.01.002,Project Management,54,Team Leader,250185,4,10,,,250079,,,265390,4,10,,,265368,,,292939,4,10,,,303775,,,
517,Actual Data,Project Management,PPM.02.001,IT Projeleri,49,Team Member,129965,4,5,,,110928,,,130340,4,5,,,111678,,,135055,4,5,,,121109,,,
518,Actual Data,Project Management,PPM.02.001,IT Projeleri,50,Team Member,200919,5,15,,177792,195069,226971,,203778,5,15,,177792,195942,233682,,214623,5,15,,185861,220795,240299,,
519,Actual Data,Project Management,PPM.02.001,IT Projeleri,52,Team Leader,189885,4,6,,,197311,,,194723,4,6,,,197311,,,212361,4,6,,,212982,,,
520,Actual Data,Project Management,PPM.02.001,IT Projeleri,53,Team Leader,237753,4,21,,,236220,,,243303,4,21,,,245011,,,261313,4,21,,,262028,,,
521,Actual Data,Project Management,PPM.02.001,IT Projeleri,54,Team Leader,296659,5,42,,259979,302664,330338,,296904,5,42,,260591,302664,330338,,326562,5,42,,290439,321425,365254,,
522,Actual Data,Project Management,PPM.02.001,IT Projeleri,56,Manager,363041,5,10,,342750,359250,385226,,363041,5,10,,342750,359250,385226,,396241,5,10,,360750,396750,431477,,
523,Actual Data,Process Management,QLT.02.001,Process Development,47,Team Member,70451,6,29,,65991,69835,74100,,72203,6,29,,66072,71760,77680,,74651,6,29,,67757,75327,81205,,
524,Actual Data,Process Management,QLT.02.001,Process Development,48,Team Member,88637,3,6,,,,,,88897,3,6,,,,,,90103,3,6,,,,,,
525,Actual Data,Process Management,QLT.02.001,Process Development,49,Team Member,103295,6,42,,91598,98910,111595,,104969,6,42,,93403,99017,116320,,110983,6,42,,97510,110988,119558,,
526,Actual Data,Process Management,QLT.02.001,Process Development,50,Team Member,136981,7,69,,120185,129432,159555,,139103,7,69,,120185,129432,167246,,147863,7,69,,120185,134105,178506,,
527,Actual Data,Process Management,QLT.02.001,Process Development,51,Team Leader,135234,4,8,,,139695,,,137829,4,8,,,144885,,,142611,4,8,,,151077,,,
528,Actual Data,Process Management,QLT.02.001,Process Development,52,Team Leader,183292,5,19,,167054,182288,200033,,189082,5,19,,167160,193065,209013,,211049,5,19,,178722,213146,242328,,
529,Actual Data,Process Management,QLT.02.001,Process Development,53,Team Leader,241124,4,8,,,228915,,,241176,4,8,,,228915,,,271087,4,8,,,272770,,,
530,Actual Data,Process Management,QLT.02.001,Process Development,54,Team Leader,254282,5,23,,189694,233064,329478,,262589,5,23,,189694,233064,350247,,302075,5,23,,203751,282900,409987,,
531,Actual Data,Process Management,QLT.02.001,Process Development,55,Team Leader,250081,3,4,,,,,,269419,3,4,,,,,,313365,3,4,,,,,,
532,Actual Data,Process Management,QLT.02.001,Process Development,56,Manager,379139,3,3,,,,,,379139,3,3,,,,,,430148,3,3,,,,,,
533,Actual Data,Real Estate Management,REA.01.001,Real Estate Management,45,Team Member,50587,3,4,,,,,,50587,3,4,,,,,,51763,3,4,,,,,,
534,Actual Data,Real Estate Management,REA.01.001,Real Estate Management,46,Team Member,59561,4,9,,,58904,,,59561,4,9,,,58904,,,62473,4,9,,,61640,,,
535,Actual Data,Real Estate Management,REA.01.001,Real Estate Management,47,Team Member,64004,3,6,,,,,,64004,3,6,,,,,,68340,3,6,,,,,,
536,Actual Data,Real Estate Management,REA.01.001,Real Estate Management,48,Team Member,107807,4,20,,,106611,,,107807,4,20,,,106611,,,113273,4,20,,,110971,,,
537,Actual Data,Real Estate Management,REA.01.001,Real Estate Management,49,Team Member,81663,6,18,,57111,87032,101206,,81663,6,18,,57111,87032,101206,,87833,6,18,,63097,93460,109309,,
538,Actual Data,Real Estate Management,REA.01.001,Real Estate Management,50,Team Member,135240,8,41,,107812,140256,147416,,135340,8,41,,107812,140656,147416,,145409,8,41,,114007,148485,161063,,
539,Actual Data,Real Estate Management,REA.01.001,Real Estate Management,52,Team Leader,191408,4,5,,,196163,,,191408,4,5,,,196163,,,208466,4,5,,,208863,,,
540,Actual Data,Real Estate Management,REA.01.001,Real Estate Management,54,Team Leader,226750,4,6,,,223071,,,237187,4,6,,,223071,,,271182,4,6,,,265848,,,
541,Actual Data,Real Estate Management,REA.01.001,Real Estate Management,56,Manager,371894,4,4,,,381264,,,371894,4,4,,,381264,,,425670,4,4,,,425764,,,
542,Actual Data,Real Estate Management,REA.02.024,Building Management,45,Team Member,52754,7,48,,48432,54645,55985,,56104,7,48,,48432,54645,65928,,57364,7,48,,48432,54645,65928,,
543,Actual Data,Real Estate Management,REA.02.024,Building Management,46,Team Member,59273,6,33,,51217,58239,66170,,59889,6,33,,53145,58629,66256,,62791,6,33,,56931,62235,68642,,
544,Actual Data,Real Estate Management,REA.02.024,Building Management,47,Team Member,73088,7,28,,72069,73848,74880,,74301,7,28,,72501,73848,74963,,78068,7,28,,73731,75303,80491,,
545,Actual Data,Real Estate Management,REA.02.024,Building Management,48,Team Member,89211,8,24,,84981,86799,94805,,89876,8,24,,85161,86799,96722,,95860,8,24,,87264,93612,104814,,
546,Actual Data,Real Estate Management,REA.02.024,Building Management,49,Team Member,106852,6,31,,86627,101788,123608,,108022,6,31,,87377,101788,128126,,116383,6,31,,96241,108350,137970,,
547,Actual Data,Real Estate Management,REA.02.024,Building Management,50,Team Member,141527,7,38,,130647,142020,152853,,142453,7,38,,130647,148501,152853,,151357,7,38,,134735,158228,166759,,
548,Actual Data,Real Estate Management,REA.02.024,Building Management,52,Team Leader,178178,7,17,,167067,175896,181094,,180214,7,17,,167067,175896,190895,,194864,7,17,,173729,198896,205862,,
549,Actual Data,Real Estate Management,REA.02.024,Building Management,54,Team Leader,276041,4,8,,,286956,,,286426,4,8,,,286956,,,333095,4,8,,,345060,,,
550,Actual Data,Procurement,SCN.03.001,Procurement,45,Team Member,54814,5,5,,37460,58380,70384,,55425,5,5,,37460,58464,71870,,58075,5,5,,40462,60547,74453,,
551,Actual Data,Procurement,SCN.03.001,Procurement,46,Team Member,55434,8,16,,46030,50328,56935,,55434,8,16,,46030,50328,56935,,56836,8,16,,46950,52192,59013,,
552,Actual Data,Procurement,SCN.03.001,Procurement,47,Team Member,66311,9,23,,60256,66096,72867,,67931,9,23,,61672,67200,74157,,70315,9,23,,65538,67200,77624,,
553,Actual Data,Procurement,SCN.03.001,Procurement,49,Team Member,113486,7,39,,88949,100880,145696,,114321,7,39,,88949,106726,145696,,120301,7,39,,95522,111517,153763,,
554,Actual Data,Procurement,SCN.03.001,Procurement,50,Team Member,145535,6,11,,125086,137418,163752,,147002,6,11,,125086,140669,165477,,155823,6,11,,127129,155275,175787,,
555,Actual Data,Procurement,SCN.03.001,Procurement,52,Team Leader,180717,4,8,,,182934,,,180770,4,8,,,183040,,,195097,4,8,,,190865,,,
556,Actual Data,Procurement,SCN.03.001,Procurement,54,Team Leader,338315,4,6,,,338812,,,348700,4,6,,,359581,,,388616,4,6,,,410663,,,
557,Actual Data,Procurement,SCN.03.001,Procurement,56,Manager,376953,4,4,,,384306,,,378735,4,4,,,384433,,,461949,4,4,,,475275,,,
558,Actual Data,Procurement,SCN.03.055,Procurement Compliance Testing Expertise,49,Team Member,102128,3,28,,,,,,102912,3,28,,,,,,107642,3,28,,,,,,
559,Actual Data,Procurement,SCN.03.055,Procurement Compliance Testing Expertise,52,Team Leader,194819,3,3,,,,,,197665,3,3,,,,,,210155,3,3,,,,,,
560,Actual Data,Individual Banking Marketing,SMP.03.002,Marketing,46,Team Member,60102,3,5,,,,,,60102,3,5,,,,,,61074,3,5,,,,,,
561,Actual Data,Individual Banking Marketing,SMP.03.002,Marketing,49,Team Member,105007,4,14,,,99974,,,107707,4,14,,,103644,,,113230,4,14,,,106690,,,
562,Actual Data,Individual Banking Marketing,SMP.03.002,Marketing,50,Team Member,138724,5,21,,120258,136300,158403,,140164,5,21,,120258,136300,162003,,148584,5,21,,126431,151696,169181,,
563,Actual Data,Individual Banking Marketing,SMP.03.002,Marketing,56,Manager,389308,6,10,,354448,386732,425993,,396232,6,10,,363246,398769,425993,,429714,6,10,,414276,420039,446029,,
564,Actual Data,Individual Banking Marketing,SMP.04.017,Product Management,46,Team Member,69430,7,21,,52500,68952,80400,,69541,7,21,,52500,68952,81180,,71485,7,21,,57446,68952,84799,,
565,Actual Data,Individual Banking Marketing,SMP.04.017,Product Management,47,Team Member,70002,10,66,64249,66512,68168,74072,78875,71678,10,66,64249,66541,69330,78754,83129,73970,10,66,67034,67671,71066,81045,84769,
566,Actual Data,Individual Banking Marketing,SMP.04.017,Product Management,48,Team Member,83377,5,10,,81672,82854,85343,,84211,5,10,,82449,83038,86559,,90649,5,10,,86793,91127,94265,,
567,Actual Data,Individual Banking Marketing,SMP.04.017,Product Management,49,Team Member,96981,9,90,,91097,95747,102102,,98294,9,90,,92272,95747,106661,,103047,9,90,,96359,100760,109458,,
568,Actual Data,Individual Banking Marketing,SMP.04.017,Product Management,50,Team Member,131627,10,155,110217,114892,130841,146461,153134,134573,10,155,110217,114892,130841,148927,171646,144534,10,155,111902,132599,141003,156955,185657,
569,Actual Data,Individual Banking Marketing,SMP.04.017,Product Management,51,Team Leader,139693,4,12,,,139175,,,143079,4,12,,,145947,,,148717,4,12,,,151196,,,
570,Actual Data,Individual Banking Marketing,SMP.04.017,Product Management,52,Team Leader,180006,8,32,,170866,180532,189853,,183019,8,32,,170866,180532,191864,,199183,8,32,,175284,200003,221429,,
571,Actual Data,Individual Banking Marketing,SMP.04.017,Product Management,53,Team Leader,246150,4,9,,,249344,,,249675,4,9,,,256394,,,279162,4,9,,,278006,,,
572,Actual Data,Individual Banking Marketing,SMP.04.017,Product Management,54,Team Leader,247753,6,36,,220301,249236,273206,,254712,6,36,,220301,249341,283591,,294015,6,36,,263560,292160,325344,,
573,Actual Data,Individual Banking Marketing,SMP.04.017,Product Management,56,Manager,361724,5,6,,303192,356022,423108,,365549,5,6,,312754,356022,423108,,429445,5,6,,370659,438471,483719,,
574,Actual Data,Individual Banking Marketing,SMP.04.017,Product Management,57,Manager,365821,4,9,,,348867,,,365884,4,9,,,348994,,,448720,4,9,,,440283,,,
575,Actual Data,Individual Banking Marketing,SMP.04.017,Product Management,58,Manager,523577,4,5,,,530928,,,560435,4,5,,,531055,,,685242,4,5,,,694567,,,
576,Actual Data,Individual Banking Marketing,SMP.04.017,Product Management,59,Director,495478,3,4,,,,,,495478,3,4,,,,,,610085,3,4,,,,,,
577,Actual Data,Individual Banking Marketing,SMP.04.044,Digital Channels / ATM Marketing,46,Team Member,68081,3,6,,,,,,69941,3,6,,,,,,74000,3,6,,,,,,
578,Actual Data,Individual Banking Marketing,SMP.04.044,Digital Channels / ATM Marketing,47,Team Member,67496,8,25,,60764,68100,72357,,70314,8,25,,60889,68100,77365,,72209,8,25,,66493,68100,79493,,
579,Actual Data,Individual Banking Marketing,SMP.04.044,Digital Channels / ATM Marketing,49,Team Member,106233,9,34,,92432,109968,119350,,108546,9,34,,96801,109968,124981,,113270,9,34,,102905,113900,126000,,
580,Actual Data,Individual Banking Marketing,SMP.04.044,Digital Channels / ATM Marketing,50,Team Member,134908,8,81,,99312,139214,160927,,136123,8,81,,99312,143492,161219,,146645,8,81,,104822,154522,169059,,
581,Actual Data,Individual Banking Marketing,SMP.04.044,Digital Channels / ATM Marketing,52,Team Leader,179510,7,12,,162000,179960,200004,,180506,7,12,,162000,179960,200004,,197914,7,12,,162000,207941,227993,,
582,Actual Data,Individual Banking Marketing,SMP.04.044,Digital Channels / ATM Marketing,53,Team Leader,239370,4,4,,,238740,,,246448,4,4,,,247920,,,268867,4,4,,,267512,,,
583,Actual Data,Individual Banking Marketing,SMP.04.044,Digital Channels / ATM Marketing,54,Team Leader,280579,5,24,,242262,284000,317186,,288929,5,24,,260835,284547,319214,,333428,5,24,,302425,329611,366340,,
584,Actual Data,Individual Banking Marketing,SMP.04.044,Digital Channels / ATM Marketing,56,Manager,371921,5,6,,313200,404112,414546,,377018,5,6,,325944,404112,414546,,410984,5,6,,355813,423091,460101,,
585,Actual Data,Individual Banking Marketing,SMP.04.044,Digital Channels / ATM Marketing,58,Manager,519455,3,3,,,,,,519539,3,3,,,,,,670094,3,3,,,,,,
586,Actual Data,Individual Banking Marketing,SMP.04.067,Digital Experience,49,Team Member,98179,3,4,,,,,,98179,3,4,,,,,,104691,3,4,,,,,,
587,Actual Data,Individual Banking Marketing,SMP.04.067,Digital Experience,50,Team Member,162470,3,10,,,,,,164836,3,10,,,,,,172920,3,10,,,,,,
588,Actual Data,Individual Banking Marketing,SMP.05.002,Advertising / Marketing Communications,46,Team Member,70564,3,5,,,,,,70897,3,5,,,,,,76261,3,5,,,,,,
589,Actual Data,Individual Banking Marketing,SMP.05.002,Advertising / Marketing Communications,47,Team Member,68965,4,10,,,69380,,,71940,4,10,,,70628,,,75124,4,10,,,75742,,,
590,Actual Data,Individual Banking Marketing,SMP.05.002,Advertising / Marketing Communications,49,Team Member,93442,5,17,,84308,88590,105001,,93442,5,17,,84308,88590,105001,,98211,5,17,,92503,93759,106144,,
591,Actual Data,Individual Banking Marketing,SMP.05.002,Advertising / Marketing Communications,50,Team Member,146651,4,19,,,143528,,,148413,4,19,,,147053,,,158110,4,19,,,161747,,,
592,Actual Data,Individual Banking Marketing,SMP.06.001,CRM / Market Research,46,Team Member,70272,5,24,,59889,75445,78069,,70428,5,24,,59889,75445,78459,,73564,5,24,,63557,75445,82629,,
593,Actual Data,Individual Banking Marketing,SMP.06.001,CRM / Market Research,47,Team Member,70675,6,17,,67156,68411,75451,,73025,6,17,,67156,71153,79707,,76756,6,17,,69008,75755,85117,,
594,Actual Data,Individual Banking Marketing,SMP.06.001,CRM / Market Research,48,Team Member,92968,3,6,,,,,,95610,3,6,,,,,,97857,3,6,,,,,,
595,Actual Data,Individual Banking Marketing,SMP.06.001,CRM / Market Research,49,Team Member,110810,7,41,,94128,109621,124478,,111144,7,41,,94128,109621,124478,,118148,7,41,,98403,122541,130275,,
596,Actual Data,Individual Banking Marketing,SMP.06.001,CRM / Market Research,50,Team Member,146223,7,44,,113286,136010,186900,,150793,7,44,,113286,136310,204000,,159325,7,44,,118140,155238,204000,,
597,Actual Data,Individual Banking Marketing,SMP.06.001,CRM / Market Research,52,Team Leader,187879,7,13,,173640,180444,210000,,190316,7,13,,173640,190679,210000,,202540,7,13,,198141,210000,211031,,
598,Actual Data,Individual Banking Marketing,SMP.06.001,CRM / Market Research,53,Team Leader,221935,4,4,,,222081,,,223626,4,4,,,222880,,,242013,4,4,,,237654,,,
599,Actual Data,Individual Banking Marketing,SMP.06.001,CRM / Market Research,54,Team Leader,253688,3,11,,,,,,267604,3,11,,,,,,311929,3,11,,,,,,
600,Actual Data,Individual Banking Marketing,SMP.06.001,CRM / Market Research,56,Manager,350140,3,3,,,,,,350140,3,3,,,,,,398912,3,3,,,,,,
601,Actual Data,Individual Banking Marketing,SMP.06.001,CRM / Market Research,58,Manager,504020,3,3,,,,,,504104,3,3,,,,,,679623,3,3,,,,,,
602,Actual Data,Individual Banking Marketing,SMP.06.002,Marketing Analytics and Optimization,50,Team Member,127711,3,13,,,,,,130284,3,13,,,,,,139784,3,13,,,,,,
603,Actual Data,Individual Banking,SMP.07.022,Direct Sales,45,Team Member,35077,5,1639,,31628,32046,40040,,37660,5,1639,,33540,38891,41166,,50557,5,1639,,46047,51506,54592,,
604,Actual Data,Individual Banking,SMP.07.022,Direct Sales,46,Team Member,39044,5,366,,35456,37131,43588,,42039,5,366,,38161,40783,46545,,59990,5,366,,46874,58125,74040,,
605,Actual Data,Individual Banking,SMP.07.022,Direct Sales,47,Team Member,54926,5,147,,48873,55200,60842,,57378,5,147,,52727,55881,62778,,80192,5,147,,63031,79823,97536,,
606,Actual Data,Individual Banking,SMP.07.022,Direct Sales,49,Team Member,79304,5,57,,60100,89486,93417,,81574,5,57,,63398,92070,94503,,103833,5,57,,86156,92070,127392,,
607,Actual Data,Individual Banking,SMP.07.022,Direct Sales,50,Team Member,126387,5,15,,102539,111486,157686,,128451,5,15,,107699,111486,157686,,153584,5,15,,121077,156000,184883,,
608,Actual Data,Individual Banking,SMP.07.022,Direct Sales,52,Team Leader,177360,3,16,,,,,,178813,3,16,,,,,,248341,3,16,,,,,,
609,Actual Data,Individual Banking,SMP.07.022,Direct Sales,54,Team Leader,267782,3,5,,,,,,267852,3,5,,,,,,317490,3,5,,,,,,
610,Actual Data,Marketing,SMP.09.003,Commercial / Corporate Banking Marketing,46,Team Member,56259,3,6,,,,,,56759,3,6,,,,,,59559,3,6,,,,,,
611,Actual Data,Marketing,SMP.09.003,Commercial / Corporate Banking Marketing,47,Team Member,72465,5,22,,70137,73020,74515,,75285,5,22,,70799,73920,80453,,77773,5,22,,72534,75417,84191,,
612,Actual Data,Marketing,SMP.09.003,Commercial / Corporate Banking Marketing,48,Team Member,85259,3,11,,,,,,85259,3,11,,,,,,89812,3,11,,,,,,
613,Actual Data,Marketing,SMP.09.003,Commercial / Corporate Banking Marketing,49,Team Member,93412,5,14,,78226,93492,108558,,93836,5,14,,78226,93492,109619,,101325,5,14,,80405,106190,119813,,
614,Actual Data,Marketing,SMP.09.003,Commercial / Corporate Banking Marketing,50,Team Member,141035,8,76,,112773,145458,171502,,143075,8,76,,112773,151781,172420,,155389,8,76,,117252,170398,185154,,
615,Actual Data,Marketing,SMP.09.003,Commercial / Corporate Banking Marketing,51,Team Leader,144461,3,16,,,,,,144506,3,16,,,,,,153241,3,16,,,,,,
616,Actual Data,Marketing,SMP.09.003,Commercial / Corporate Banking Marketing,52,Team Leader,174632,5,39,,160649,176886,187488,,174701,5,39,,160649,177229,187488,,190496,5,39,,170015,192180,210136,,
617,Actual Data,Marketing,SMP.09.003,Commercial / Corporate Banking Marketing,54,Team Leader,236639,3,14,,,,,,236710,3,14,,,,,,288738,3,14,,,,,,
618,Actual Data,Marketing,SMP.09.003,Commercial / Corporate Banking Marketing,55,Team Leader,229060,4,24,,,226906,,,239478,4,24,,,232859,,,263401,4,24,,,262378,,,
